track,tempo,score
"Ain't Your Mama",120.075,6.40299987792969
Afitap,132.0,5.5
"Ahora Me Llama",134.934,5.49300003051758
"Lo Tenemo - Remix",116.015,5.23000001907349
"Když nemůžeš, tak přidej",99.988,6.60900020599365
"Ni**as In Paris",140.047,7.28399991989136
"Ekki Eins Og Þeir (Interlude)",99.068,7.50400018692017
Cocoon,114.033,7.28399991989136
"X Men",140.017,6.99300003051758
Invisible,203.938,6.4539999961853
"Aşka",127.976,5.5
"Nada Es Como Tú - Acústico",85.057,6.4539999961853
"Needed Me",110.898,7.28399991989136
"What Is Love 2016",124.995,7.3769998550415
"Una Lady Como Tú - Remix",95.008,5.49300003051758
"Þetta má",158.017,7.50400018692017
Vacaciones,96.031,5.49300003051758
"Ordinary People",67.011,6.71400022506714
"Me & You (feat. IRO)",120.988,6.63500022888184
"Palmen aus Plastik",104.906,7.00600004196167
"Çoban Yıldızı",119.808,5.5
"Senza Pagare VS T-Pain",96.035,5.96400022506714
"Waiting For",110.027,7.28399991989136
"Gülcemal",92.363,5.5
"4x Duurder",124.982,7.3769998550415
"Favorisca i sentimenti",79.822,5.96400022506714
"Footprints in the Sand",132.931,5.22700023651123
Jumpman,142.072,7.28399991989136
"I Get The Bag (feat. Migos)",139.948,5.22700023651123
Juna,124.988,7.4689998626709
"Astronaut - Something About Your Love",106.078,7.28399991989136
"Beni Çok Sev",118.009,5.5
Pompeii,127.435,6.71400022506714
"Omuzumda Aglayan Bir Sen",159.986,5.5
"Chöre",129.962,7.00600004196167
"Reggaetón Lento (Bailemos)",93.974,5.49300003051758
"The Power of Love",122.913,6.71400022506714
Mitakotomonaikeshiki,90.473,5.92000007629395
Rapuh,135.818,6.08400011062622
"I'm Stuck",123.031,5.22700023651123
"Story of Our Life",145.911,5.92000007629395
"Oh Novinha",86.555,6.63500022888184
"Hun Blev Bare Så Glad",138.577,7.52199983596802
"I Was King",92.505,5.92000007629395
"Ik Ga Weg",127.973,7.3769998550415
Limbo,102.926,7.52199983596802
"Al Pacino",132.012,5.32399988174438
"The Hills",135.553,7.28399991989136
"Aquele 1% - Ao Vivo",170.007,6.63500022888184
"Erase Your Social",140.058,6.99300003051758
"Have Yourself A Merry Little Christmas",68.764,5.84999990463257
Crucified,110.063,7.28399991989136
"Amor Con Hielo",135.961,6.35699987411499
"God Dag",111.966,7.52199983596802
Gamma,119.96,7.00600004196167
"Cuánto Me Duele",142.044,6.35699987411499
"Bella y Sensual",179.864,5.49300003051758
38,123.072,7.00600004196167
"Know No Better (feat. Travis Scott & Quavo) - Bad Bunny Remix",119.048,5.49300003051758
Gertrud,115.976,7.52199983596802
"May We All",75.019,7.31599998474121
"Impasse - Ao Vivo",96.08,6.63500022888184
"Comerte a Besos (feat. Cande Buasso)",110.029,6.4539999961853
"Skólarapp",87.436,7.50400018692017
"No Roots",115.958,7.00600004196167
Atramis,119.992,7.00600004196167
Patsergedrag,123.961,7.3769998550415
Dexter,104.036,7.49399995803833
"Death Of A Bachelor",139.256,6.99300003051758
"Sensin Benim En Derin Kuyum",96.982,5.5
"Running Back (feat. Lil Wayne)",127.133,7.31599998474121
"Sanki Rüya",100.002,5.5
Bloodstream,91.207,6.71400022506714
"She Moves In Her Own Way",153.315,6.71400022506714
Spielplatz,124.052,6.95100021362305
"Aðfangadagskvöld",133.765,7.50400018692017
Chantaje,102.033,5.22700023651123
"Other People",90.992,6.60900020599365
Aisyah,123.948,6.08400011062622
"First Day Out",98.008,6.99300003051758
Tuesday,98.972,5.22700023651123
"Heartache On The Dance Floor",116.005,6.99300003051758
Nougat,130.057,6.89099979400635
Kiwi,147.124,5.22700023651123
"No Roots",115.963,7.00600004196167
"Sober II (Melodrama)",112.948,7.28399991989136
"Perro Fiel",183.817,5.49300003051758
"Merry Christmas Baby",101.391,7.28399991989136
"Benz Truck - гелик",92.02,5.84999990463257
Besame,94.013,5.49300003051758
"Se o Amor Tiver Lugar",119.898,6.63500022888184
"Tu No Metes Cabra Remix (feat. Daddy Yankee, Anuel AA & Cosculluela)",91.967,5.49300003051758
"The First Noel - 1999 - Remaster",84.741,5.22700023651123
"Percocet - Remix",129.991,5.49300003051758
"Για Κάποιο Λόγο",128.048,5.22700023651123
"魚仔 - 電視劇<花甲男孩轉大人>主題曲",82.011,6.57200002670288
"I Sip",100.11,7.31599998474121
PRBLMS,103.019,7.31599998474121
Bimbi,133.956,5.96400022506714
"I See Fire",152.037,7.28399991989136
"Bende Bir Porblem Var - Akustik Versiyon",167.81,5.5
Destiny,154.076,5.92000007629395
"El Cristal",91.974,6.65199995040894
"Sesuci Lebaran",165.105,6.08400011062622
"Party On The West Coast (feat. Snoop Dogg)",103.951,5.22700023651123
"Last Resort",90.578,6.60900020599365
"Ahora Me Llama - Remix",135.034,5.49300003051758
"Me Llueven",122.009,5.49300003051758
"Sua Cara (feat. Anitta & Pabllo Vittar)",99.957,5.49300003051758
"A Ella",181.76,5.49300003051758
Plecak,141.978,5.97300004959106
"Medley Cumbias 1: Los Domingos / El Caminante / Cumbia para Adormecerte / La Mafafa - Live",105.032,6.65199995040894
"Pizza Kebab",143.045,7.49399995803833
"INTERLUDE S.G.S.4",77.613,5.92000007629395
"Nowhere Fast (feat. Kehlani)",79.024,5.22700023651123
"Haydi Gel İçelim",136.017,5.5
"Eu Era",132.337,6.63500022888184
Enkelit,95.081,7.4689998626709
"35 Pa Las 12",148.93,5.23000001907349
"Wie Falco",137.026,7.00600004196167
"Nasty (Who Dat)",179.041,7.31599998474121
Zorza,65.93,5.97300004959106
"Bebé",169.758,5.23000001907349
"Terapinga - Ao Vivo",119.993,6.63500022888184
"Deja vu",123.981,5.49300003051758
"Warkah Untukku",139.954,6.08400011062622
"No Vacancy (with Sebastián Yatra)",99.987,6.35699987411499
"Loca (feat. Cali Y El Dandee)",95.019,5.49300003051758
"The Prayer",108.661,7.28399991989136
"Loco Enamorado",94.0,5.49300003051758
Trouble,124.031,6.71400022506714
"Como Faz Com Ela - Ao Vivo",171.961,6.63500022888184
"Happy Days",118.032,5.96400022506714
"Hotline Bling",134.96,7.28399991989136
"unendlichkeit - Main Edit",85.061,7.00600004196167
"恋音と雨空",129.064,5.92000007629395
Murcielago,137.985,7.00600004196167
Saint,150.06,5.22700023651123
"Llamame Mas Temprano",100.014,5.49300003051758
"Please Don't Lie",93.963,7.52199983596802
Fallout,177.889,7.00600004196167
"Terapinga - Ao Vivo",119.979,6.63500022888184
"Lay Down",109.888,7.28399991989136
Skejsen,140.103,7.52199983596802
"Na Conta Da Loucura - Ao Vivo",136.09,6.63500022888184
"Sleigh Ride",91.638,7.28399991989136
"Dirt On My Boots",90.008,6.99300003051758
Scary,137.718,6.71400022506714
"Fazer Falta",76.792,5.49300003051758
"Tu Falta De Querer",129.995,6.57800006866455
"El Final",84.98,5.23000001907349
"No Such Thing as a Broken Heart",171.969,7.31599998474121
"Amame una Vez Más",97.928,5.71500015258789
"Let Me Love You",94.539,7.28399991989136
"Burden Down",123.037,7.3769998550415
"Dertler İri Kıyım",150.035,5.5
"Una y Otra Vez",105.069,6.4539999961853
"Quiero Que Vuelvas",120.071,5.49300003051758
"Me Enamoré",103.71,5.49300003051758
Studiogangster,141.983,7.00600004196167
Karma,99.998,5.5
"Sturmmaske auf (Intro)",93.014,7.00600004196167
"Ε. Signaler",176.122,6.89099979400635
"No Quiero Amores",182.184,5.49300003051758
Aleluia,119.981,5.19500017166138
"pick up the phone",136.919,7.28399991989136
"Eu, Você, O Mar e Ela",166.018,6.63500022888184
"Bu Mudur - Akustik Versiyon",109.93,5.5
"Qué Me Has Hecho",95.028,5.49300003051758
"Al Fuego",104.028,7.52199983596802
"Ya Me Enteré",131.981,5.49300003051758
Youth,96.017,7.28399991989136
"Bam Bam",167.977,7.00600004196167
Hov1,120.002,7.28399991989136
Rainbow,120.111,7.3769998550415
Kangoeroe,95.352,7.3769998550415
"Sigo Extrañándote",93.022,5.49300003051758
"Unforgettable - Latin Remix",97.985,5.49300003051758
"Eteği Belinde",143.982,5.5
"Should Have Been There",120.023,7.00600004196167
"Seu Polícia - Ao Vivo",140.031,6.63500022888184
"El Ratico",88.891,6.35699987411499
"Como É Que a Gente Fica - Ao Vivo",117.196,6.63500022888184
Bajito,176.291,6.35699987411499
Vacaciones,96.017,5.49300003051758
Alarm,146.928,7.28399991989136
"Tan infinito",98.003,6.4539999961853
"Slippery (feat. Gucci Mane)",141.967,5.22700023651123
"Senden Daha Güzel",88.718,5.5
"Kleine Jongen",82.018,7.3769998550415
"Saturnz Barz (feat. Popcaan)",80.051,7.28399991989136
"刚好遇见你",155.915,6.57200002670288
"Blinded By Your Grace, Pt. 2 (feat. MNEK)",120.038,6.71400022506714
"Can't Stop",91.455,5.84999990463257
"I Can't Fall in Love Without You",130.813,7.50400018692017
"Deja Vu",174.324,7.28399991989136
"Ando buscando",98.003,5.49300003051758
Naked,105.981,5.32399988174438
"Bølgen",134.9,7.52199983596802
"Allesammen Alene",55.908,7.52199983596802
"This Is Me (From The Greatest Showman)",94.44,6.57200002670288
Prepago,139.934,5.49300003051758
"Flatliner (feat. Dierks Bentley)",114.995,6.99300003051758
Volume,89.869,7.3769998550415
Alone,142.011,5.23000001907349
"American Dream",163.909,7.31599998474121
"Büyük İnsan - Akustik",122.546,5.5
"Déjala Que Vuelva (feat. Manuel Turizo)",170.019,5.49300003051758
Dialeto,99.912,5.19500017166138
Cheguei,130.062,5.19500017166138
GPS,143.949,5.49300003051758
Dream,93.989,5.92000007629395
"Lost on You",174.006,5.84999990463257
Traicionero,132.038,6.4539999961853
"Tô Apaixonado Nessa Mina",129.899,5.49300003051758
Patsergedrag,123.961,7.3769998550415
"Korkma Söyle",80.088,5.5
"O Verão Está Chegando",130.015,6.63500022888184
"Ojitos Chiquitos",170.011,5.49300003051758
"Bruk It Dung",98.044,7.0789999961853
"Qué Gano Olvidándote - Versión Urbana",197.989,5.49300003051758
"Slovensky klin",100.021,6.60900020599365
"Uçurtma",120.373,5.5
Moves,75.515,5.22700023651123
Stranger,105.042,7.28399991989136
"Græða Peninginn",97.981,7.50400018692017
"Viva La Vida",138.017,7.28399991989136
"Louca de Saudade - Ao Vivo",106.017,6.63500022888184
"Pick It Up (feat. A$AP Rocky)",135.995,5.22700023651123
Op,180.053,7.52199983596802
Safari,180.044,5.49300003051758
"366.Gün",82.995,5.5
"Oh Meu Deus",149.985,6.63500022888184
Blockia,138.009,5.23000001907349
"Noche en Hawaii",94.914,5.49300003051758
"Indifférent",119.946,7.52199983596802
"Las Fresas - Version Urban",99.984,6.65199995040894
"Mentalmente - Ao Vivo",127.469,6.63500022888184
"Θ. Macarena",129.908,6.89099979400635
"Sugar (feat. Francesco Yates)",123.063,7.28399991989136
GerviGlingur,140.003,7.50400018692017
"黄熱病 -YELLOW FEVER- × STUTS",105.494,5.92000007629395
Volare,149.977,5.96400022506714
Caroline,120.041,7.28399991989136
"Bad Ideas",120.005,7.00600004196167
"'Till I Collapse",171.411,5.22700023651123
"Outta Control (feat. Hamza)",143.959,7.00600004196167
"エイリアンズ",170.067,5.92000007629395
"Ponte Bonita (feat. Wolfine)",91.993,5.71500015258789
"Corazon De Seda (feat. Ozuna)",90.034,5.23000001907349
Sabar,87.884,6.08400011062622
"Angels (feat. Saba)",155.914,7.31599998474121
"Hasta el Amanecer",94.013,5.49300003051758
"Nicht jetzt",116.029,7.00600004196167
Asio,95.078,6.60900020599365
RIO,129.954,6.89099979400635
"愛をこめて花束を",161.934,5.92000007629395
"Sny a Noční Můry (feat. Lvcas Dope & Nik Tendo)",158.039,6.09800004959106
"Solo - Remix",98.038,5.49300003051758
"Vay Delikanlı Gönlüm",83.941,5.5
"Am I Wrong",119.939,6.71400022506714
Raplord,148.18,6.63500022888184
"Craving You",104.978,7.31599998474121
"Sky Walker",145.965,5.22700023651123
"Salé",141.925,6.89099979400635
"Ateşle Oynama",104.039,5.5
"No Te Hagas",131.972,5.49300003051758
"La Gozadera",95.036,5.49300003051758
"Tu Foto",175.907,5.49300003051758
Heaven,132.713,5.19500017166138
"Derin Derin Sevdalara Dalarsın",178.446,5.5
"Con Lai",138.039,6.60900020599365
"Sweet Disposition",129.139,7.28399991989136
"Ponle La Firma",199.676,6.4520001411438
Bammbaramm,96.057,7.50400018692017
"El Equivocado",150.019,6.4539999961853
"Don't Stop Believin'",118.852,7.28399991989136
"Look At Me!",139.059,5.22700023651123
"Tengo Que Colgar",126.007,6.57800006866455
Lumbra,92.01,5.49300003051758
"Crank It (Woah!) - Radio Edit",124.984,6.71400022506714
"Carmesí",121.968,5.23000001907349
"Echte Berliner",92.973,7.00600004196167
DEVASTATED,123.004,7.28399991989136
"Tusen Bitar",131.977,7.28399991989136
SORA,143.98,5.92000007629395
Criminal,79.987,5.49300003051758
"Fuck Ugly God",134.956,6.99300003051758
"What Do You Love",96.028,7.3769998550415
"Svona er þetta",141.029,7.50400018692017
"Haydar Haydar",85.013,5.5
"Here Comes The Sun - Remastered",129.171,7.28399991989136
"Let Me Love You",104.019,7.28399991989136
"Loin - Pilule Violette",102.028,7.3769998550415
"The Best Side Of Life",90.947,7.00600004196167
"Do Not Disturb",171.029,5.22700023651123
"Na Ponta Ela Fica",95.075,5.49300003051758
"Fikrimin İnce Gülü",140.076,5.5
"Do Teto Ao Chão - Ao Vivo",134.309,6.63500022888184
Manboy,117.824,7.28399991989136
"4 da manhã",111.971,6.63500022888184
"Deja De Llorar",90.095,6.4539999961853
23,133.993,5.49300003051758
"Louis Louis",107.912,7.00600004196167
"Hasta Que Se Seque el Malecón - Remix",100.066,5.49300003051758
Michi,94.955,5.92000007629395
"Dirty Work",104.985,5.92000007629395
"Ropa Interior",92.031,5.49300003051758
Negla,144.034,7.50400018692017
"Malbec (Part. Dennis Dj) - Ao Vivo",129.05,6.63500022888184
Tvillingen,104.922,7.28399991989136
"Cash Machine",143.164,6.99300003051758
Partiu,129.911,5.49300003051758
"Bon Voyage",116.938,7.00600004196167
"Robarte un Beso",95.046,5.49300003051758
"Bukan Untukku",163.031,6.08400011062622
"Komm wir chillen (feat. Yonii & Bausa) - Bonustrack",102.007,6.95100021362305
Dele,93.978,5.97300004959106
Naistumichiu,96.963,6.4539999961853
"Soy Peor",115.942,5.49300003051758
"Solteiro de Novo - Ao Vivo",163.104,6.63500022888184
"I En Stjerneregn Af Sne",78.393,7.52199983596802
"Säg nåt som får mig att stanna",97.054,7.28399991989136
San,115.198,6.89099979400635
"Esqueci Como Namora",98.063,6.63500022888184
"Wonderwall - Remastered",174.302,7.28399991989136
"Se Não Acordar Amanhã",145.006,5.19500017166138
"Meu Amor - Ao Vivo",175.053,6.63500022888184
"Deli Kan",133.845,5.5
"Deja Vu",104.969,7.52199983596802
"Me llamas",93.017,5.49300003051758
"Reggaetón Lento (Remix)",93.984,5.22700023651123
"Live Up To My Name",129.971,7.31599998474121
Fever,98.093,6.4520001411438
"Chodź",140.029,5.97300004959106
"Saufen morgens, mittags, abends",125.004,7.00600004196167
"Hey DJ",89.98,5.49300003051758
Helwa,121.018,7.52199983596802
Loucos,90.046,5.19500017166138
"Gotta Thing About You",135.072,7.28399991989136
"Ya Salam",108.01,7.00600004196167
Baby,112.991,7.00600004196167
Lento,95.968,5.23000001907349
"ワタリドリ",134.982,5.92000007629395
"No Role Modelz",100.0,7.28399991989136
Overleve,118.007,7.52199983596802
"Každý Ráno",120.092,6.60900020599365
"Uber Everywhere",140.181,6.99300003051758
"Ciumento Eu - Ao Vivo",163.901,6.63500022888184
"Hum With Me",111.924,7.28399991989136
"Cry out",168.068,5.92000007629395
Exchange,160.14,6.99300003051758
Hot2Touch,121.986,5.22700023651123
"Esperándote",186.125,5.49300003051758
"Want Her",101.029,7.31599998474121
"Tergantung Sepi",129.773,6.08400011062622
"Bir Beyaz Orkide",91.995,5.5
"Elsk Mig",159.46,7.52199983596802
"A.I. am Human",119.956,5.92000007629395
"O Shit",105.037,7.50400018692017
"Medo Bobo - Ao Vivo",91.989,6.63500022888184
"Cuando Acaba el Placer",114.054,5.71500015258789
"Anne - Uit Liefde Voor Muziek",145.036,6.89099979400635
"Eu Sei de Cor - Ao Vivo | Acústico",124.016,6.63500022888184
B.O.B.A.,160.05,7.50400018692017
"Shut Up and Dance",128.038,6.71400022506714
"Christophe (feat. Maître Gims)",111.974,6.89099979400635
Bonita,96.042,5.49300003051758
Notion,182.665,7.28399991989136
"Rocket (feat. NEIKED)",173.896,7.28399991989136
"Zo Bijzonder - Uit Liefde Voor Muziek",95.008,6.89099979400635
"De Vez en Cuando",175.873,6.65199995040894
"Patty Cake",152.094,6.99300003051758
"Solmussa (feat. BEHM)",115.052,7.4689998626709
"Déjame te explico",92.994,5.49300003051758
"Mä hiihdän",180.17,7.4689998626709
"Milk Tea",89.963,5.92000007629395
Senorita,98.071,7.00600004196167
Africa,92.717,7.28399991989136
"Benim Stilim",100.002,5.5
Snow,105.726,7.28399991989136
"Such A Boy",94.98,7.28399991989136
Chau,95.996,6.4539999961853
"Ohne mein Team",129.999,7.00600004196167
"Ese Hombre",103.045,5.71500015258789
"Es Tarde",96.968,5.49300003051758
"Mwaka Moon",155.014,6.89099979400635
"Volverte A Ver",93.96,5.71500015258789
"Another Christmas",72.04,7.28399991989136
Telefon,114.014,7.00600004196167
"Amárrame",90.039,6.35699987411499
"Dzisiaj w Betlejem",109.91,5.97300004959106
Rolex,144.946,7.28399991989136
"Tu No Vive Asi (feat. Mambo Kingz & DJ Luian)",120.054,5.49300003051758
"His & Hers (Perspectives)",94.158,6.71400022506714
"Selamanya Cinta",177.191,6.08400011062622
Permanecer,128.024,5.49300003051758
"Still Here",133.937,6.97700023651123
"Endelig Jul Igen",112.722,7.52199983596802
Privacy,97.092,7.28399991989136
Provider,139.886,7.28399991989136
"Blow Your Mind (Mwah)",108.854,7.28399991989136
"Money Longer",136.173,7.31599998474121
"I Believe I'm Fine",100.01,7.3769998550415
"Hey Ya! - Radio Mix / Club Mix",79.526,5.84999990463257
"KNOCK KNOCK - Japanese ver.",130.03,5.92000007629395
"Tell Me Why",182.01,5.92000007629395
"Vi Lover Hinanden",105.985,7.52199983596802
Jagdsaison,86.628,7.00600004196167
Zorza,78.781,5.97300004959106
"Kylmii Väreitä",167.961,7.4689998626709
"El Farsante",120.056,5.49300003051758
"Gyal You A Party Animal",128.854,5.49300003051758
"Gucci Song (Reykjavik Remix)",140.036,7.50400018692017
Naihishinsho,92.572,5.92000007629395
"Natural Lips",108.981,5.92000007629395
"Algo Me Gusta De Ti",127.964,5.49300003051758
"Rewrite - 2016 Rerecorded",89.488,5.92000007629395
"太陽も月も",119.862,5.92000007629395
"No Don",106.116,6.71400022506714
"Besándote",95.037,5.49300003051758
"Llama In My Living Room",128.989,7.28399991989136
"Lose Yourself - Soundtrack Version",171.388,7.28399991989136
"Það stendur mikið til",82.188,7.50400018692017
"When You Love Someone",125.863,7.28399991989136
"What You Do",96.945,6.60900020599365
"Would I Lie To You - Radio Edit",123.986,7.28399991989136
Then,112.308,5.22700023651123
"Hayaan Mo Sila (Inspired by I'm the One)",80.004,5.42999982833862
Pakken,80.036,7.52199983596802
"Avisa Que Eu Cheguei",91.991,6.63500022888184
"Depression & Obsession",105.95,5.22700023651123
"No Quiere Enamorarse (Remix) [feat. Daddy Yankee]",164.073,5.49300003051758
"Jag kommer hem igen till jul",77.815,7.28399991989136
"Llego La Navidad (Winter Wonderland)",160.049,6.57800006866455
"Sıfır Tolerans",127.981,5.5
"Bonita - Remix",96.005,5.49300003051758
Fisherman,132.864,6.71400022506714
"Cheerleader - Felix Jaehn Remix Radio Edit",118.016,7.28399991989136
"Papercuts (feat. Vera Blue)",191.863,7.28399991989136
"Amor Completo",175.548,6.57800006866455
"Só Eu Sei",101.002,5.19500017166138
Snow,105.725,7.28399991989136
"Que Tengo Que Hacer",118.052,5.49300003051758
"Şahane",123.988,5.5
"Tidligt Op",118.065,7.52199983596802
"The Fighter",132.011,6.99300003051758
Criminal,79.997,5.49300003051758
"Motorcycle Patches",162.835,5.22700023651123
"Quiero Que Sepas",110.055,6.40299987792969
"Check ich nicht",102.036,7.00600004196167
"Ya No Me Duele Más",98.055,6.35699987411499
"Like OOH-AHH",141.997,5.92000007629395
"Vi gör det ändå",124.013,7.28399991989136
Samantha,139.918,6.71400022506714
"愛唄",169.964,5.92000007629395
"I Will Wait",131.004,6.71400022506714
"Nilüfer",150.027,5.5
"A Million Years",111.594,7.28399991989136
"Ahora Dice",143.965,5.49300003051758
"Without Me",112.249,7.28399991989136
Ulla,114.007,7.52199983596802
FLY,116.969,5.92000007629395
"Agora Vai Sentar",130.099,5.49300003051758
"Seni Sevmiyorum Artık",167.945,5.5
"Girl At Coachella (with Matoma & MAGIC! feat. DRAM)",131.194,7.28399991989136
"Se Preparó",171.077,5.49300003051758
"Bende Bir Problem Var",95.008,5.5
"Adiós Amor",177.61,6.35699987411499
"Too Good",117.983,5.22700023651123
"Beautiful Mess",125.576,5.22700023651123
Traicionera,91.012,5.49300003051758
Tragedia,203.55,7.4689998626709
"Diabla - Official Remix",137.945,5.49300003051758
"Vor í Vaglaskógi",92.502,7.50400018692017
"Sleikir Á Þér Varirnar Og Blikkar",159.867,7.50400018692017
"PLAY THAT",127.987,5.92000007629395
"La Formula (feat. Chris Jeday)",172.028,5.49300003051758
"Jeg Har En Pige",143.947,7.52199983596802
Goud,119.991,7.3769998550415
"Α. Nwaar Is The New Black",130.18,6.89099979400635
"Yo te propongo",112.178,6.4539999961853
"Overflows~言葉にできなくて~",77.316,5.92000007629395
"Did It For The Fame",100.045,7.28399991989136
"Der' noget i december - Bonus Track",96.016,7.52199983596802
I.S.W.T,120.044,5.97300004959106
"Cheia de Marra",71.85,6.63500022888184
"No Diggity",88.641,7.28399991989136
"Amigos y Enemigos - Remix",115.01,5.49300003051758
"Şehir",174.008,5.5
Encantadora,169.943,5.49300003051758
Jungle,146.002,7.28399991989136
"Kupa Kızı Ve Sinek Valesi",94.83,5.5
Punjabi,149.938,7.00600004196167
"Rake It Up",149.953,7.28399991989136
"Ya Da Boşver",96.986,5.5
"Ojalá",153.478,6.40299987792969
"Doble Filo",124.034,5.23000001907349
Orlando,84.902,7.28399991989136
"Otra Copa (feat. Farruko)",87.983,5.49300003051758
Malibu,139.934,7.28399991989136
"À La Carte",156.053,6.09800004959106
"Ahora Me Llama",134.878,5.49300003051758
"Hakkımda Konuşmuşsun",135.465,5.5
"Rich Boy",109.987,7.28399991989136
Silfurskotta,128.315,7.50400018692017
Caviar,114.963,5.23000001907349
Kibir,97.03,5.5
"Lock Doh",92.502,6.71400022506714
"O Grave Bater",95.008,5.49300003051758
"Good Grief",120.041,6.71400022506714
"Déjate Llevar",92.051,5.49300003051758
Suspus,157.967,5.5
"Mean 2 U",81.938,7.50400018692017
"Zone (feat. Nekfeu & Dizzee Rascal)",116.088,6.89099979400635
"Deixe Me Ir - Acústico",186.581,6.63500022888184
"Girls Like (feat. Zara Larsson)",120.032,6.71400022506714
"Jul På Vesterbro",85.0,7.52199983596802
"Pode Se Soltar",160.088,5.49300003051758
Tueurs,172.158,6.89099979400635
AM11:00,98.008,5.92000007629395
"Adiós Amor",89.066,6.57800006866455
"Yhtäccii",105.025,7.4689998626709
"Zigarren Havanna - KMN Street EP.2",109.967,7.00600004196167
"Me Quedo Con Vos",115.001,6.4539999961853
"Todo Comienza en la Disco",91.992,5.49300003051758
"Demi Cinta",105.029,6.57200002670288
"Hanuri (feat. Boyat)",100.964,7.4689998626709
"Alles probiert",103.993,7.00600004196167
"All of Me",119.93,5.49300003051758
Kokaina,132.897,7.00600004196167
Hands,100.033,5.26200008392334
Imitadora,125.997,5.49300003051758
"Wherever I Go",99.961,6.97700023651123
"Buscando Huellas (feat. J Balvin & Sean Paul)",108.127,5.49300003051758
"Buscando Huellas (feat. J Balvin & Sean Paul)",108.127,5.49300003051758
"İyi Bil",87.242,5.5
"Ísköld",125.919,7.50400018692017
Redha,132.066,6.08400011062622
"メロス",159.894,5.92000007629395
"Lose Yourself - Soundtrack Version",171.431,5.22700023651123
"ログマロープ",126.923,5.92000007629395
"Alles auf Rot",121.987,7.00600004196167
"Say It - Illenium Remix",149.69,7.28399991989136
MAGIC,129.954,5.92000007629395
"More & More",122.022,6.71400022506714
"Oitava Dose - Ao Vivo",106.983,6.63500022888184
"Keinu (Vain elämää kausi 7)",144.979,7.4689998626709
"Cinderella - From ""Hero Seorang Cinderella"" Soundtrack",111.847,6.08400011062622
"Al Filo de Tu Amor",97.98,5.49300003051758
"Merry Christmas Darling - Album Version/Remix",81.113,5.22700023651123
"She's On My Mind",92.043,6.71400022506714
"Ben Ne Yangınlar Gördüm",96.033,5.5
"Tú Foto",175.92,5.49300003051758
"All Stars",124.037,7.28399991989136
"涙のない世界",99.981,5.92000007629395
Dembow,99.983,5.49300003051758
"Millionaire (feat. Nelly)",100.014,7.28399991989136
"El Amante",179.91,5.49300003051758
"Younger Now",121.91,5.22700023651123
"Lego House",159.701,6.71400022506714
"Me Mata",114.028,5.49300003051758
"10% - Ao Vivo",154.006,6.63500022888184
"Aşk Mı Lazım",81.844,5.5
"A Gente Brigou",99.71,6.63500022888184
"I Get The Bag (feat. Migos)",139.948,5.22700023651123
"Better Days",95.984,7.31599998474121
"Drop It",98.002,7.0789999961853
"Crazy Crazy (feat. Charli XCX & Kyary Pamyu Pamyu)",125.071,5.92000007629395
"Alguien Robo",92.973,5.49300003051758
"Prens & Prenses",163.805,5.5
"Knock Out",123.071,5.23000001907349
Keskiednis,128.032,7.3769998550415
"Love U Better (feat. Lil Wayne & The-Dream)",95.061,7.28399991989136
Netflixxx,134.91,5.49300003051758
"Dema Ga Ge Gi Go Gu",149.681,5.23000001907349
"Lo Intentamos",112.093,6.4539999961853
"Oro E Argento",117.018,5.96400022506714
"Si Ella Quisiera - Remix",89.998,5.49300003051758
"Bir Derdim Var",119.062,5.5
"Ziet Em Duun - Regi & Lester Williams Remix",125.016,6.89099979400635
"Eine ins Leben",97.969,7.00600004196167
"La isla del amor - RMX",94.872,6.40299987792969
"Ζ. Kietu",117.991,6.89099979400635
"La fête est finie",139.997,6.89099979400635
Dokunma,167.98,5.5
"Desde Que Estamos Juntos",184.028,6.40299987792969
"Lamento Boliviano",123.57,6.57800006866455
"CHEER UP - Japanese ver.",172.888,5.92000007629395
"My Dream",91.933,7.0789999961853
"İstanbul",115.044,5.5
"Everybody Dies In Their Nightmares",129.953,5.22700023651123
"For Længe",119.965,7.52199983596802
"En La Intimidad",113.077,5.49300003051758
"This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners",121.972,7.28399991989136
"La Bicicleta",179.984,5.49300003051758
"Her Kiss",165.802,7.28399991989136
"Should've Been Me",183.92,7.28399991989136
"Sim ou não (Participação especial Maluma)",99.004,6.63500022888184
"Bana Öyle Bakma",115.179,5.5
"Cara Bacana",87.838,5.49300003051758
"Coração de Aço",133.956,6.63500022888184
"I Wonder",82.121,6.71400022506714
Original,110.002,7.00600004196167
"Happy New Year",132.659,7.3769998550415
"Say Something - Zac Samuel Remix",119.988,6.71400022506714
"Lambo Diablo GT (feat. Nimo)",114.994,7.00600004196167
"Tequila Pa la Razon",109.521,6.4539999961853
"My Boo - Acoustic Version",153.939,5.92000007629395
#HEY!,100.022,6.4539999961853
"Não Se Passa Nada",140.108,5.19500017166138
"Rüyalarda Buruşmuşum",114.971,5.5
"Ridin'",138.976,6.89099979400635
"SUBEME LA RADIO",91.048,5.22700023651123
"Do What I Want",139.952,6.99300003051758
"Não Troco",150.03,6.63500022888184
"Finders Keepers",108.036,6.71400022506714
"Nunca Me Amo",130.065,5.49300003051758
"Amigos No por Favor (Primera Fila) - En Vivo",137.922,6.57800006866455
