songid,track,artist,region,datee,position,streams,danceability,energy,song_key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_sig,country_name,rank,score,high,low,gdp,fam,health,freedom,gen,trust,dys,country_name,cap_name,cap_lat,cap_long,cc,continent
0Q2DmUJ7iR8BAxq8LpHDH4,"Bilir mi?","Feride Hilal Akın",tr,2017-12-29,185,8749,0.713,0.48,9.0,-7.578,1.0,0.0266,0.496,0.0,0.292,0.684,110.03,256105.0,4.0,Turkey,69,5.5,5.59486496329308,5.40513503670692,1.19827437400818,1.33775317668915,0.637605607509613,0.300740599632263,0.0466930419206619,0.0996715798974037,1.87927794456482,Turkey,Ankara,39.9333333333333,32.866667,TR,Europe
0GR7ZABhVF9GbxghIx2RRv,"Nada Nada - Ao Vivo","Henrique & Juliano",br,2017-09-10,180,41641,0.606,0.947,9.0,-3.422,1.0,0.0465,0.306,0.0,0.454,0.907,169.857,156000.0,4.0,Brazil,22,6.63500022888184,6.72546950161457,6.5445309561491,1.10735321044922,1.43130600452423,0.616552352905273,0.437453746795654,0.16234989464283,0.111092761158943,2.76926708221436,Brazil,Brasilia,-15.7833333333333,-47.916667,BR,"South America"
5de7ci7TFqbQ1PFgKAD7MR,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)","PnB Rock",id,2017-04-17,170,6006,0.703,0.661,6.0,-3.885,1.0,0.0539,0.0517,0.0,0.34,0.495,149.906,249240.0,4.0,Indonesia,81,5.26200008392334,5.35288859814405,5.17111156970263,0.995538592338562,1.27444469928741,0.492345720529556,0.443323463201523,0.611704587936401,0.0153171354904771,1.42947697639465,Indonesia,Jakarta,-6.16666666666667,106.816667,ID,Asia
0d28khcov6AiegSCpG5TuT,"Feel Good Inc",Gorillaz,au,2017-12-31,125,42370,0.818,0.705,6.0,-6.679,1.0,0.177,0.00836,0.00233,0.613,0.772,138.559,222640.0,4.0,Australia,10,7.28399991989136,7.35665122494102,7.2113486148417,1.484414935112,1.51004195213318,0.84388679265976,0.601607382297516,0.477699249982834,0.301183730363846,2.06521081924438,Australia,Canberra,-35.2666666666667,149.133333,AU,Australia
75gJj5hYRFOi5LKCstPcaD,"Fetty Wap",Boef,nl,2017-05-23,198,15866,0.738,0.751,6.0,-4.876,0.0,0.104,0.109,0.0,0.072,0.861,99.981,213739.0,4.0,Netherlands,6,7.3769998550415,7.42742584124207,7.32657386884093,1.50394463539124,1.42893922328949,0.810696125030518,0.585384488105774,0.470489829778671,0.282661825418472,2.29480409622192,Netherlands,Amsterdam,52.35,4.916667,NL,Europe
5KgdtjmglXPjJNKvMvSjgo,"Besos En Guerra",Morat,co,2017-11-11,40,20372,0.695,0.972,2.0,-3.568,1.0,0.0499,0.128,0.0,0.101,0.78,143.979,229443.0,4.0,Colombia,36,6.35699987411499,6.45202005416155,6.26197969406843,1.07062232494354,1.4021829366684,0.595027923583984,0.477487415075302,0.149014472961426,0.0466687418520451,2.61606812477112,Colombia,Bogota,4.6,-74.083333,CO,"South America"
4pHxNkqJZYRkGlJrzuvN0y,"Se Mig Nu",Gulddreng,dk,2017-10-14,187,8477,0.779,0.49,4.0,-8.57,0.0,0.0402,0.0236,3.82e-06,0.108,0.602,129.982,195507.0,4.0,Denmark,2,7.52199983596802,7.58172806486487,7.46227160707116,1.48238301277161,1.55112159252167,0.792565524578094,0.626006722450256,0.355280488729477,0.40077006816864,2.31370735168457,Denmark,Copenhagen,55.6666666666667,12.583333,DK,Europe
7EySX8ldJHoeWjJhJyZ8Tq,"Si Tú Me Quisieras","Mon Laferte",mx,2017-11-10,195,42263,0.317,0.745,5.0,-6.479,1.0,0.162,0.458,0.0,0.338,0.621,209.795,202333.0,4.0,Mexico,25,6.57800006866455,6.67114890769124,6.48485122963786,1.15318381786346,1.210862159729,0.709978997707367,0.412730008363724,0.120990432798862,0.132774114608765,2.83715486526489,Mexico,"Mexico City",19.4333333333333,-99.133333,MX,"Central America"
769M0ezv1bE1Mz1d4xP7gc,CQCQ,"Kami-sama, I have noticed",jp,2017-08-23,200,2111,0.521,0.917,11.0,-2.615,0.0,0.0924,0.00682,0.0,0.315,0.711,143.911,219753.0,4.0,Japan,51,5.92000007629395,5.99071944460273,5.84928070798516,1.41691517829895,1.43633782863617,0.913475871086121,0.505625545978546,0.12057276815176,0.163760736584663,1.36322355270386,Japan,Tokyo,35.6833333333333,139.75,JP,Asia
5uDASfU19gDxSjW8cnCaBp,"Chill Bill","Rob $tone",au,2017-02-24,199,15347,0.886,0.427,6.0,-10.028,1.0,0.145,0.0312,0.00099,0.0906,0.23,108.034,177184.0,4.0,Australia,10,7.28399991989136,7.35665122494102,7.2113486148417,1.484414935112,1.51004195213318,0.84388679265976,0.601607382297516,0.477699249982834,0.301183730363846,2.06521081924438,Australia,Canberra,-35.2666666666667,149.133333,AU,Australia
7ij5kN8jwXr8fZD54M0xb6,"Aleni Aleni","Volkan Konak",tr,2017-06-26,183,4417,0.684,0.839,4.0,-6.457,0.0,0.0658,0.12,0.0,0.354,0.58,128.051,235974.0,4.0,Turkey,69,5.5,5.59486496329308,5.40513503670692,1.19827437400818,1.33775317668915,0.637605607509613,0.300740599632263,0.0466930419206619,0.0996715798974037,1.87927794456482,Turkey,Ankara,39.9333333333333,32.866667,TR,Europe
4lbPwb1Beo7JU2VwuJRTeR,"Suíte 14 - Ao Vivo","Henrique & Diego",br,2017-05-24,136,49820,0.676,0.935,1.0,-4.487,1.0,0.113,0.178,0.0,0.839,0.593,102.075,178067.0,4.0,Brazil,22,6.63500022888184,6.72546950161457,6.5445309561491,1.10735321044922,1.43130600452423,0.616552352905273,0.437453746795654,0.16234989464283,0.111092761158943,2.76926708221436,Brazil,Brasilia,-15.7833333333333,-47.916667,BR,"South America"
05DDI0GbLFd0oAfWuSrI8y,"Vive Y Disfruta",Marama,uy,2017-12-31,106,1993,0.776,0.725,11.0,-5.191,1.0,0.0751,0.117,0.0,0.142,0.528,109.847,189458.0,4.0,Uruguay,28,6.4539999961853,6.54590621769428,6.36209377467632,1.21755969524384,1.41222786903381,0.719216823577881,0.57939225435257,0.175096929073334,0.178061872720718,2.17240953445435,Uruguay,Montevideo,-34.85,-56.166667,UY,"South America"
22HV45yz3qAOXQLGRAkHYK,Remember,Awich,jp,2017-09-06,178,2375,0.698,0.858,11.0,-5.113,0.0,0.134,0.2,3.53e-06,0.395,0.679,106.075,220997.0,4.0,Japan,51,5.92000007629395,5.99071944460273,5.84928070798516,1.41691517829895,1.43633782863617,0.913475871086121,0.505625545978546,0.12057276815176,0.163760736584663,1.36322355270386,Japan,Tokyo,35.6833333333333,139.75,JP,Asia
2ICdvchXmDh5mdLyyL2opB,Basique,Orelsan,be,2017-12-30,147,4197,0.827,0.625,11.0,-5.996,0.0,0.269,0.331,6.23e-06,0.109,0.587,132.068,163987.0,4.0,Belgium,17,6.89099979400635,6.95582075044513,6.82617883756757,1.46378076076508,1.46231269836426,0.818091869354248,0.539770722389221,0.231503337621689,0.251343131065369,2.12421035766602,Belgium,Brussels,50.8333333333333,4.333333,BE,Europe
3sdbjDa8Rvmfn8k7pz7znc,"Mi Casa","Cruz Cafuné",es,2017-12-31,122,34330,0.888,0.563,1.0,-7.432,1.0,0.142,0.138,8.13e-06,0.116,0.444,99.481,166114.0,4.0,Spain,34,6.40299987792969,6.4710548453033,6.33494491055608,1.38439786434174,1.53209090232849,0.888960599899292,0.408781230449677,0.190133571624756,0.0709140971302986,1.92775774002075,Spain,Madrid,40.4,-3.683333,ES,Europe
4unOsvr9C2NqI9aJXrxpCy,Sirenas,Taburete,es,2017-12-31,61,62740,0.686,0.574,5.0,-6.249,1.0,0.0404,0.739,0.0,0.109,0.251,126.98,184250.0,4.0,Spain,34,6.40299987792969,6.4710548453033,6.33494491055608,1.38439786434174,1.53209090232849,0.888960599899292,0.408781230449677,0.190133571624756,0.0709140971302986,1.92775774002075,Spain,Madrid,40.4,-3.683333,ES,Europe
0t4v7Q4yzb9SOQohayL33W,"Palmen aus Gold","Bonez MC",at,2017-03-17,179,1956,0.733,0.727,4.0,-5.77,0.0,0.127,0.149,0.00201,0.554,0.211,96.017,201988.0,4.0,Austria,13,7.00600004196167,7.07066981211305,6.94133027181029,1.48709726333618,1.4599449634552,0.815328419208527,0.567766189575195,0.316472321748734,0.221060365438461,2.1385064125061,Austria,Vienna,48.2,16.366667,AT,Europe
62jhFviTBtnm1Bzigve3dj,Herzbeben,"Helene Fischer",at,2017-06-10,180,2100,0.692,0.701,6.0,-4.814,0.0,0.0516,0.013,3.59e-05,0.108,0.435,128.001,205653.0,4.0,Austria,13,7.00600004196167,7.07066981211305,6.94133027181029,1.48709726333618,1.4599449634552,0.815328419208527,0.567766189575195,0.316472321748734,0.221060365438461,2.1385064125061,Austria,Vienna,48.2,16.366667,AT,Europe
38MpAndIjGAyVdcC6npX95,"Infiel - Ao Vivo","Marília Mendonça",br,2017-12-30,196,51239,0.852,0.684,4.0,-5.915,0.0,0.0377,0.686,1.76e-05,0.145,0.616,126.08,201905.0,4.0,Brazil,22,6.63500022888184,6.72546950161457,6.5445309561491,1.10735321044922,1.43130600452423,0.616552352905273,0.437453746795654,0.16234989464283,0.111092761158943,2.76926708221436,Brazil,Brasilia,-15.7833333333333,-47.916667,BR,"South America"
7yzvb94Pjit2MTThmATNUA,"Günah Benim",Eypio,tr,2017-10-20,199,7213,0.796,0.794,5.0,-9.23,0.0,0.122,0.743,7.48e-06,0.219,0.825,96.487,209492.0,4.0,Turkey,69,5.5,5.59486496329308,5.40513503670692,1.19827437400818,1.33775317668915,0.637605607509613,0.300740599632263,0.0466930419206619,0.0996715798974037,1.87927794456482,Turkey,Ankara,39.9333333333333,32.866667,TR,Europe
1e1JKLEDKP7hEQzJfNAgPl,Magnolia,"Playboi Carti",gr,2017-06-10,74,1006,0.791,0.581,11.0,-7.323,0.0,0.286,0.0113,0.0,0.35,0.438,162.99,181812.0,4.0,Greece,87,5.22700023651123,5.3252461694181,5.12875430360436,1.28948748111725,1.23941457271576,0.810198903083801,0.0957312509417534,0.0,0.04328977689147,1.74922156333923,Greece,Athens,37.9833333333333,23.733333,GR,Europe
5wbELbOJDwV9tU1wZYJdkz,"Slecht Blijft (Bonus)",Boef,nl,2017-05-04,193,17360,0.537,0.863,0.0,-4.466,0.0,0.216,0.288,0.0,0.355,0.825,92.291,182127.0,4.0,Netherlands,6,7.3769998550415,7.42742584124207,7.32657386884093,1.50394463539124,1.42893922328949,0.810696125030518,0.585384488105774,0.470489829778671,0.282661825418472,2.29480409622192,Netherlands,Amsterdam,52.35,4.916667,NL,Europe
7comW6Yb1N4ddSnqlBBbzw,"Yağmur",Sancak,tr,2017-07-18,180,6038,0.254,0.526,8.0,-8.907,0.0,0.0406,0.832,0.0,0.288,0.474,82.965,177373.0,4.0,Turkey,69,5.5,5.59486496329308,5.40513503670692,1.19827437400818,1.33775317668915,0.637605607509613,0.300740599632263,0.0466930419206619,0.0996715798974037,1.87927794456482,Turkey,Ankara,39.9333333333333,32.866667,TR,Europe
1ypcU9264wnBwPvmrIy4fx,"Você Merece Cachê - Ao Vivo","Israel Novaes",br,2017-07-13,164,50451,0.571,0.911,0.0,-3.298,1.0,0.181,0.708,0.0,0.821,0.63,169.985,144747.0,4.0,Brazil,22,6.63500022888184,6.72546950161457,6.5445309561491,1.10735321044922,1.43130600452423,0.616552352905273,0.437453746795654,0.16234989464283,0.111092761158943,2.76926708221436,Brazil,Brasilia,-15.7833333333333,-47.916667,BR,"South America"
6xImOq7J8ty2xMj3AhPZTq,"Come Again","Ronnie Flex",nl,2017-06-04,3,210750,0.68,0.735,7.0,-4.217,1.0,0.226,0.133,0.0,0.155,0.557,100.022,199432.0,4.0,Netherlands,6,7.3769998550415,7.42742584124207,7.32657386884093,1.50394463539124,1.42893922328949,0.810696125030518,0.585384488105774,0.470489829778671,0.282661825418472,2.29480409622192,Netherlands,Amsterdam,52.35,4.916667,NL,Europe
1lRKlztKsWRRwA3t99BwaY,"G Blettur","Joey Christ",is,2017-09-22,103,1048,0.851,0.73,4.0,-5.24,0.0,0.346,0.127,0.0,0.375,0.766,145.996,196695.0,4.0,Iceland,3,7.50400018692017,7.62203047305346,7.38596990078688,1.480633020401,1.6105740070343,0.833552122116089,0.627162635326385,0.475540220737457,0.153526559472084,2.32271528244019,Iceland,Reykjavik,64.15,-21.95,IS,Europe
7bJ4mu7MHa3rHiNyKjOoSl,"Ice Melts",Drake,gr,2017-03-21,71,1044,0.813,0.558,9.0,-7.559,1.0,0.337,0.0754,0.0,0.385,0.631,124.949,250770.0,4.0,Greece,87,5.22700023651123,5.3252461694181,5.12875430360436,1.28948748111725,1.23941457271576,0.810198903083801,0.0957312509417534,0.0,0.04328977689147,1.74922156333923,Greece,Athens,37.9833333333333,23.733333,GR,Europe
4CWZOyb9YHIH06yfsvY6k1,"Give Me Your Love - Radio Edit",Sigala,gb,2017-08-14,176,38544,0.635,0.945,2.0,-2.298,1.0,0.036,0.00411,2.41e-05,0.314,0.686,125.024,209014.0,4.0,"United Kingdom",19,6.71400022506714,6.78379176110029,6.64420868903399,1.44163393974304,1.49646008014679,0.805335938930511,0.508190035820007,0.492774158716202,0.265428066253662,1.70414352416992,"United Kingdom",London,51.5,-0.083333,GB,Europe
7suCTlFYe0maXqOVA8wG6x,"Komşu Işıklar",Vega,tr,2017-10-08,199,6148,0.511,0.647,11.0,-6.02,0.0,0.0276,0.633,0.00239,0.104,0.372,123.956,290176.0,4.0,Turkey,69,5.5,5.59486496329308,5.40513503670692,1.19827437400818,1.33775317668915,0.637605607509613,0.300740599632263,0.0466930419206619,0.0996715798974037,1.87927794456482,Turkey,Ankara,39.9333333333333,32.866667,TR,Europe
0o21KBZdbK4M0iY3mBwVmm,"Trevo (Tu)","Anavitória",pt,2017-12-31,132,3716,0.63,0.47,10.0,-8.014,1.0,0.0266,0.766,0.0,0.101,0.474,99.911,206521.0,4.0,Portugal,89,5.19500017166138,5.28504173308611,5.10495861023665,1.3151752948761,1.36704301834106,0.795843541622162,0.498465299606323,0.0951027125120163,0.0158694516867399,1.10768270492554,Portugal,Lisbon,38.7166666666667,-9.133333,PT,Europe
59JayqW5h9kyhLEcCTwPRX,"Hey Mamma - Radio Edit","Sunstroke Project",gr,2017-05-16,52,1404,0.833,0.806,10.0,-5.946,0.0,0.113,0.231,0.00944,0.0681,0.64,110.098,179625.0,4.0,Greece,87,5.22700023651123,5.3252461694181,5.12875430360436,1.28948748111725,1.23941457271576,0.810198903083801,0.0957312509417534,0.0,0.04328977689147,1.74922156333923,Greece,Athens,37.9833333333333,23.733333,GR,Europe
7bT5tDmeOqa3e7EegiXfQr,Intro,"187 Strassenbande",at,2017-07-27,200,1789,0.565,0.796,7.0,-3.556,1.0,0.314,0.136,0.0,0.68,0.327,94.528,200974.0,4.0,Austria,13,7.00600004196167,7.07066981211305,6.94133027181029,1.48709726333618,1.4599449634552,0.815328419208527,0.567766189575195,0.316472321748734,0.221060365438461,2.1385064125061,Austria,Vienna,48.2,16.366667,AT,Europe
0rleRAsgvRKxBVf44lmcY7,"Snacket på stan","Danny Saucedo",se,2017-10-28,198,17007,0.721,0.83,7.0,-4.661,1.0,0.051,0.0115,0.0,0.0547,0.683,110.997,171595.0,4.0,Sweden,9,7.28399991989136,7.34409487739205,7.22390496239066,1.49438726902008,1.47816216945648,0.830875158309937,0.612924098968506,0.385399252176285,0.384398728609085,2.09753799438477,Sweden,Stockholm,59.3333333333333,18.05,SE,Europe
68iAusaBHPveuApLPDxamN,"Real Madrid",Zuna,at,2017-05-05,192,1862,0.85,0.804,9.0,-5.159,0.0,0.0734,0.516,0.000863,0.0872,0.708,130.055,133385.0,4.0,Austria,13,7.00600004196167,7.07066981211305,6.94133027181029,1.48709726333618,1.4599449634552,0.815328419208527,0.567766189575195,0.316472321748734,0.221060365438461,2.1385064125061,Austria,Vienna,48.2,16.366667,AT,Europe
1Ba0ucfKPaRzS3AKvX3X3r,History,"Cosmo's Midnight",au,2017-03-17,159,18118,0.786,0.463,11.0,-10.015,0.0,0.314,0.0271,0.0,0.185,0.451,104.959,208067.0,4.0,Australia,10,7.28399991989136,7.35665122494102,7.2113486148417,1.484414935112,1.51004195213318,0.84388679265976,0.601607382297516,0.477699249982834,0.301183730363846,2.06521081924438,Australia,Canberra,-35.2666666666667,149.133333,AU,Australia
7ofxPmTNMj2GP07g1VZa0O,"Que Va","Alex Sensation",py,2017-12-31,8,14208,0.771,0.835,0.0,-3.388,1.0,0.0507,0.13,0.0,0.0601,0.817,91.012,238160.0,4.0,Paraguay,70,5.49300003051758,5.57738126963377,5.40861879140139,0.932537317276001,1.50728487968445,0.579250693321228,0.473507791757584,0.224150657653809,0.091065913438797,1.6853334903717,Paraguay,Asuncion,-25.2666666666667,-57.666667,PY,"South America"
2qHiGVZkLDpQr5MsBWspSD,"Te Robo Remix","Gigolo Y La Exce",py,2017-07-29,180,1006,0.764,0.735,9.0,-5.555,1.0,0.066,0.181,0.0,0.168,0.667,93.013,206280.0,4.0,Paraguay,70,5.49300003051758,5.57738126963377,5.40861879140139,0.932537317276001,1.50728487968445,0.579250693321228,0.473507791757584,0.224150657653809,0.091065913438797,1.6853334903717,Paraguay,Asuncion,-25.2666666666667,-57.666667,PY,"South America"
5u5MvmVtitax9R1Mxh3reC,"Dile Que Tu Me Quieres",Ozuna,py,2017-12-31,163,1303,0.773,0.757,1.0,-4.959,1.0,0.0526,0.0864,3.73e-06,0.0727,0.858,88.006,226520.0,4.0,Paraguay,70,5.49300003051758,5.57738126963377,5.40861879140139,0.932537317276001,1.50728487968445,0.579250693321228,0.473507791757584,0.224150657653809,0.091065913438797,1.6853334903717,Paraguay,Asuncion,-25.2666666666667,-57.666667,PY,"South America"
3BY2mafsbsoKGqS380Xnuz,"Te Quiero Pa´Mi","Don Omar",py,2017-12-31,103,1980,0.761,0.82,1.0,-4.003,1.0,0.0623,0.125,2.1e-05,0.183,0.619,88.997,211627.0,4.0,Paraguay,70,5.49300003051758,5.57738126963377,5.40861879140139,0.932537317276001,1.50728487968445,0.579250693321228,0.473507791757584,0.224150657653809,0.091065913438797,1.6853334903717,Paraguay,Asuncion,-25.2666666666667,-57.666667,PY,"South America"
7JpzzaCzljQdfnG7wPRqSe,"Ganas Locas","Prince Royce",py,2017-07-22,163,1008,0.589,0.905,7.0,-4.639,0.0,0.0521,0.0386,0.0,0.0827,0.756,176.014,200440.0,4.0,Paraguay,70,5.49300003051758,5.57738126963377,5.40861879140139,0.932537317276001,1.50728487968445,0.579250693321228,0.473507791757584,0.224150657653809,0.091065913438797,1.6853334903717,Paraguay,Asuncion,-25.2666666666667,-57.666667,PY,"South America"
6U1HaCuOL1ZouGk0OEpEbS,HAPPY,"J Soul Brothers III",jp,2017-12-31,92,5882,0.698,0.856,9.0,-3.99,1.0,0.182,0.0881,0.0,0.0797,0.935,114.976,186933.0,4.0,Japan,51,5.92000007629395,5.99071944460273,5.84928070798516,1.41691517829895,1.43633782863617,0.913475871086121,0.505625545978546,0.12057276815176,0.163760736584663,1.36322355270386,Japan,Tokyo,35.6833333333333,139.75,JP,Asia
3eLWJ29j2FGM91T7aGlHHW,"Joy To The World","Nat King Cole",gr,2017-12-25,43,1857,0.559,0.381,10.0,-9.446,1.0,0.0288,0.783,0.0,0.0898,0.667,101.754,86200.0,4.0,Greece,87,5.22700023651123,5.3252461694181,5.12875430360436,1.28948748111725,1.23941457271576,0.810198903083801,0.0957312509417534,0.0,0.04328977689147,1.74922156333923,Greece,Athens,37.9833333333333,23.733333,GR,Europe
0gWa0Y7I6Y78QWjuudv58R,"Tu Sin Mi","Dread Mar I",gt,2017-09-27,187,1223,0.803,0.418,9.0,-5.751,0.0,0.0318,0.143,0.0,0.0524,0.784,83.965,245056.0,4.0,Guatemala,29,6.4539999961853,6.56687397271395,6.34112601965666,0.872001945972443,1.25558519363403,0.540239989757538,0.531310617923737,0.283488392829895,0.0772232785820961,2.89389109611511,Guatemala,"Guatemala City",14.6166666666667,-90.516667,GT,"Central America"
7sWdGtYvzlzuQRAoZ7fGeO,"Po' encima (feat. Bryant Myers)",Arcangel,do,2017-07-08,161,1013,0.789,0.77,6.0,-6.431,0.0,0.274,0.272,0.0,0.64,0.923,176.042,211409.0,4.0,"Dominican Republic",86,5.23000001907349,5.34906088516116,5.11093915298581,1.07937383651733,1.40241670608521,0.574873745441437,0.55258983373642,0.186967849731445,0.113945253193378,1.31946516036987,"Dominican Republic","Santo Domingo",18.4666666666667,-69.9,DO,"North America"
1fmiCxwEbZFIszITXsV65M,"Que Fui Tu Amante","El Gucci y Su Banda",uy,2017-12-31,127,1728,0.846,0.665,3.0,-8.333,0.0,0.103,0.154,0.0,0.0879,0.546,82.021,228949.0,4.0,Uruguay,28,6.4539999961853,6.54590621769428,6.36209377467632,1.21755969524384,1.41222786903381,0.719216823577881,0.57939225435257,0.175096929073334,0.178061872720718,2.17240953445435,Uruguay,Montevideo,-34.85,-56.166667,UY,"South America"
4O4xuKdvJvl7HpFlYGwudS,Replica,"The xx",lv,2017-01-13,33,1331,0.623,0.44,8.0,-10.934,1.0,0.0327,0.468,0.502,0.177,0.511,79.978,249000.0,4.0,Latvia,54,5.84999990463257,5.92026353821158,5.77973627105355,1.26074862480164,1.40471494197845,0.638566970825195,0.325707912445068,0.153074786067009,0.0738427266478539,1.99365520477295,Latvia,Riga,56.95,24.1,LV,Europe
0ZzVPCGdkpKcxAzMNDD5UZ,"Pasarla Bien",Marama,uy,2017-12-31,96,2200,0.652,0.733,4.0,-6.368,0.0,0.0906,0.0456,0.0,0.103,0.754,108.062,185431.0,4.0,Uruguay,28,6.4539999961853,6.54590621769428,6.36209377467632,1.21755969524384,1.41222786903381,0.719216823577881,0.57939225435257,0.175096929073334,0.178061872720718,2.17240953445435,Uruguay,Montevideo,-34.85,-56.166667,UY,"South America"
4prmUBle7TtAeeUgCnsc3Z,Probablemente,"Christian Nodal",mx,2017-12-31,27,154957,0.661,0.489,7.0,-5.236,1.0,0.0284,0.412,0.0,0.102,0.591,79.996,233547.0,4.0,Mexico,25,6.57800006866455,6.67114890769124,6.48485122963786,1.15318381786346,1.210862159729,0.709978997707367,0.412730008363724,0.120990432798862,0.132774114608765,2.83715486526489,Mexico,"Mexico City",19.4333333333333,-99.133333,MX,"Central America"
1j0WhqRdlsxnHzzvZkuw8b,"Skyline mit zwei Türmen",Marteria,at,2017-05-26,187,2014,0.657,0.793,0.0,-7.367,0.0,0.278,0.421,0.00459,0.147,0.149,92.124,205720.0,4.0,Austria,13,7.00600004196167,7.07066981211305,6.94133027181029,1.48709726333618,1.4599449634552,0.815328419208527,0.567766189575195,0.316472321748734,0.221060365438461,2.1385064125061,Austria,Vienna,48.2,16.366667,AT,Europe
2JB7PvDV0R3Vwbq0iy1WPe,"Feet Don't Fail Me","Queens of the Stone Age",gb,2017-08-25,122,56448,0.514,0.806,2.0,-6.947,1.0,0.0582,0.0188,0.00227,0.0976,0.288,109.331,341825.0,4.0,"United Kingdom",19,6.71400022506714,6.78379176110029,6.64420868903399,1.44163393974304,1.49646008014679,0.805335938930511,0.508190035820007,0.492774158716202,0.265428066253662,1.70414352416992,"United Kingdom",London,51.5,-0.083333,GB,Europe
2W2zyLR5XeNIuwwUgLs2jL,"Ayrılık Zamanı",Gizem,tr,2017-08-12,179,6127,0.6,0.875,6.0,-5.927,0.0,0.0493,0.0409,0.000169,0.087,0.847,120.009,230375.0,4.0,Turkey,69,5.5,5.59486496329308,5.40513503670692,1.19827437400818,1.33775317668915,0.637605607509613,0.300740599632263,0.0466930419206619,0.0996715798974037,1.87927794456482,Turkey,Ankara,39.9333333333333,32.866667,TR,Europe
1AMJtqWM66CsQM4L2nQhxc,"Kawa i Xanax",Quebonafide,pl,2017-12-30,111,9142,0.575,0.772,5.0,-7.86,0.0,0.235,0.309,0.0,0.379,0.402,115.038,249154.0,4.0,Poland,46,5.97300004959106,6.05390834122896,5.89209175795317,1.29178786277771,1.44571197032928,0.699475347995758,0.520342111587524,0.158465966582298,0.0593078061938286,1.79772281646729,Poland,Warsaw,52.25,21.0,PL,Europe
4WiiRw2PHMNQE0ad6y6GdD,Chocolate,"The 1975",gb,2017-09-12,190,35281,0.614,0.938,11.0,-4.461,1.0,0.0611,0.000532,0.0,0.368,0.607,100.058,224674.0,4.0,"United Kingdom",19,6.71400022506714,6.78379176110029,6.64420868903399,1.44163393974304,1.49646008014679,0.805335938930511,0.508190035820007,0.492774158716202,0.265428066253662,1.70414352416992,"United Kingdom",London,51.5,-0.083333,GB,Europe
7oGZAicScQt96OAW4AruYy,"Want to Want Me","Jason Derulo",gb,2017-07-07,164,46345,0.775,0.68,0.0,-5.508,0.0,0.0629,0.00906,0.0,0.109,0.656,114.025,207719.0,4.0,"United Kingdom",19,6.71400022506714,6.78379176110029,6.64420868903399,1.44163393974304,1.49646008014679,0.805335938930511,0.508190035820007,0.492774158716202,0.265428066253662,1.70414352416992,"United Kingdom",London,51.5,-0.083333,GB,Europe
7wE90hQ78wf68VxD0koeob,"Ben Yoruldum Hayat","Mümin Sarıkaya",tr,2017-02-11,187,4483,0.578,0.429,4.0,-8.126,0.0,0.0311,0.899,0.00391,0.174,0.186,125.24,275383.0,4.0,Turkey,69,5.5,5.59486496329308,5.40513503670692,1.19827437400818,1.33775317668915,0.637605607509613,0.300740599632263,0.0466930419206619,0.0996715798974037,1.87927794456482,Turkey,Ankara,39.9333333333333,32.866667,TR,Europe
4iKuG50iHNBaybQOo11yrN,"Solo a Solas (feat. Maluma)",Cosculluela,py,2017-12-31,109,1809,0.766,0.646,6.0,-4.83,0.0,0.281,0.187,1.24e-05,0.107,0.646,86.928,204224.0,4.0,Paraguay,70,5.49300003051758,5.57738126963377,5.40861879140139,0.932537317276001,1.50728487968445,0.579250693321228,0.473507791757584,0.224150657653809,0.091065913438797,1.6853334903717,Paraguay,Asuncion,-25.2666666666667,-57.666667,PY,"South America"
3hbD9LWwKS3BLXz8imubOq,"In The Mood (feat. Veronica)","Henri PFR",be,2017-12-31,36,16635,0.68,0.736,1.0,-4.258,1.0,0.051,0.389,9.19e-06,0.0879,0.223,100.024,189750.0,4.0,Belgium,17,6.89099979400635,6.95582075044513,6.82617883756757,1.46378076076508,1.46231269836426,0.818091869354248,0.539770722389221,0.231503337621689,0.251343131065369,2.12421035766602,Belgium,Brussels,50.8333333333333,4.333333,BE,Europe
09QOedW1xozFDsXUI7jTeV,"Dile Que Tu Me Quieres Remix (feat. Yandel)",Ozuna,py,2017-06-17,146,1107,0.71,0.74,1.0,-4.634,1.0,0.0596,0.103,0.0,0.0582,0.882,175.936,237400.0,4.0,Paraguay,70,5.49300003051758,5.57738126963377,5.40861879140139,0.932537317276001,1.50728487968445,0.579250693321228,0.473507791757584,0.224150657653809,0.091065913438797,1.6853334903717,Paraguay,Asuncion,-25.2666666666667,-57.666667,PY,"South America"
0B6GRS3vGtzu6w5BQXqWMq,"Kung Fu",Dasoul,py,2017-11-11,193,1058,0.817,0.804,1.0,-4.372,1.0,0.0651,0.137,1.4e-05,0.0917,0.57,104.996,234280.0,4.0,Paraguay,70,5.49300003051758,5.57738126963377,5.40861879140139,0.932537317276001,1.50728487968445,0.579250693321228,0.473507791757584,0.224150657653809,0.091065913438797,1.6853334903717,Paraguay,Asuncion,-25.2666666666667,-57.666667,PY,"South America"
